Sport,Event,Gender,Athlete,Medal,Year
Swimming,4 × 100 metres Freestyle Relay,Men,Chris Jacobs•Troy Dalbey•Tom Jager•Matt Biondi•Brent Lang•Doug Gjertsen•Shaun Jordan,None,1988
Swimming,4 × 200 metres Freestyle Relay,Men,Troy Dalbey•Matt Cetlinski•Doug Gjertsen•Matt Biondi•Craig Oppel•Dan Jorgensen,None,1988
Swimming,100 metres Backstroke,Men,Dave Berkoff,Silver,1988
Swimming,100 metres Backstroke,Men,Jay Mortenson,None,1988
Swimming,200 metres Backstroke,Men,Dan Veatch,None,1988
Swimming,200 metres Backstroke,Men,Steve Bigelow,None,1988
Swimming,100 metres Breaststroke,Men,Rich Schroeder,None,1988
Swimming,100 metres Breaststroke,Men,Daniel Watters,None,1988
Swimming,200 metres Breaststroke,Men,Mike Barrowman,None,1988
Swimming,200 metres Breaststroke,Men,Kirk Stackle,None,1988
Swimming,100 metres Butterfly,Men,Matt Biondi,Silver,1988
Swimming,100 metres Butterfly,Men,Jay Mortenson,None,1988
Swimming,200 metres Butterfly,Men,Mel Stewart,None,1988
Swimming,200 metres Butterfly,Men,Mark Dean,None,1988
Swimming,200 metres Individual Medley,Men,Dave Wharton,None,1988
Swimming,200 metres Individual Medley,Men,Bill Stapleton,None,1988
Swimming,400 metres Individual Medley,Men,Dave Wharton,Silver,1988
Swimming,400 metres Individual Medley,Men,Jeff Kostoff,None,1988
Swimming,4 × 100 metres Medley Relay,Men,Dave Berkoff•Rich Schroeder•Matt Biondi•Chris Jacobs•Jay Mortenson•Tom Jager,None,1988
Swimming,50 metres Freestyle,Women,Jill Sterkel,Bronze,1988
Swimming,50 metres Freestyle,Women,Leigh Ann Fetter,None,1988
Swimming,100 metres Freestyle,Women,Dara Torres,None,1988
Swimming,100 metres Freestyle,Women,Mitzi Kremer,None,1988
Swimming,200 metres Freestyle,Women,Mary Wayte,None,1988
Swimming,200 metres Freestyle,Women,Mitzi Kremer,None,1988
Swimming,400 metres Freestyle,Women,Janet Evans,Gold,1988
Swimming,400 metres Freestyle,Women,Tami Bruce,None,1988
Swimming,800 metres Freestyle,Women,Janet Evans,Gold,1988
Swimming,800 metres Freestyle,Women,Tami Bruce,None,1988
Swimming,4 × 100 metres Freestyle Relay,Women,Mary Wayte•Mitzi Kremer•Laura Walker•Dara Torres•Paige Zemina•Jill Sterkel,None,1988
Swimming,100 metres Backstroke,Women,Betsy Mitchell,None,1988
Swimming,100 metres Backstroke,Women,Beth Barr,None,1988
Swimming,200 metres Backstroke,Women,Beth Barr,None,1988
Swimming,200 metres Backstroke,Women,Andrea Hayes,None,1988
Swimming,100 metres Breaststroke,Women,Tracey McFarlane,None,1988
Swimming,100 metres Breaststroke,Women,Susan Johnson,None,1988
Swimming,200 metres Breaststroke,Women,Susan Rapp,None,1988
Swimming,200 metres Breaststroke,Women,Tracey McFarlane,None,1988
Swimming,100 metres Butterfly,Women,Janel Jorgensen,None,1988
Swimming,100 metres Butterfly,Women,Mary T. Meagher,None,1988
Swimming,200 metres Butterfly,Women,Mary T. Meagher,Bronze,1988
Swimming,200 metres Butterfly,Women,Trina Radke,None,1988
Swimming,200 metres Individual Medley,Women,Whitney Hedgepeth,None,1988
Swimming,200 metres Individual Medley,Women,Mary Wayte,None,1988
Swimming,400 metres Individual Medley,Women,Janet Evans,Gold,1988
Swimming,400 metres Individual Medley,Women,Erika Hansen,None,1988
Swimming,4 × 100 metres Medley Relay,Women,Beth Barr•Tracey McFarlane•Janel Jorgensen•Mary Wayte•Betsy Mitchell•Mary T. Meagher•Dara Torres,None,1988
Table Tennis,Singles,Men,Sean O'Neill,None,1988
Table Tennis,Singles,Women,Insook Bhushan,None,1988
Table Tennis,Singles,Women,Diana Gee,None,1988
Table Tennis,Doubles,Women,Diana Gee•Insook Bhushan,None,1988
Taekwondo,Finweight,Men,Juan Miguel Moreno,None,1988
Taekwondo,Flyweight,Men,Loung Pham,None,1988
Taekwondo,Bantamweight,Men,Han-Won Lee,None,1988
Taekwondo,Lightweight,Men,Greg Baker,None,1988
Taekwondo,Welterweight,Men,Jay Warwick,None,1988
Taekwondo,Middleweight,Men,Naim Hasan,None,1988
Taekwondo,Heavyweight,Men,Jimmy Kim,None,1988
Taekwondo,Finweight,Women,Cheryl Kalanoc,None,1988
Taekwondo,Flyweight,Women,Mayumi Pejo,None,1988
Taekwondo,Bantamweight,Women,Debra Holloway,None,1988
Taekwondo,Featherweight,Women,Kim Dotson,None,1988
Taekwondo,Lightweight,Women,Dana Hee,None,1988
Taekwondo,Welterweight,Women,Arlene Limas,None,1988
Taekwondo,Middleweight,Women,Sharon Jewell,None,1988
Taekwondo,Heavyweight,Women,Lynnette Love,None,1988
Tennis,Singles,Men,Tim Mayotte,Silver,1988
Tennis,Singles,Men,Brad Gilbert,Bronze,1988
Tennis,Singles,Men,Robert Seguso,None,1988
Tennis,Doubles,Men,Ken Flach•Robert Seguso,None,1988
Tennis,Singles,Women,Zina Garrison,Bronze,1988
Tennis,Singles,Women,Pam Shriver,None,1988
Tennis,Singles,Women,Chris Evert,None,1988
Tennis,Doubles,Women,Pam Shriver•Zina Garrison,None,1988
Volleyball,Volleyball,Men,Troy Tanner•Dave Saunders•Jon Root•Bob Ctvrtlik•Doug Partie•Steve Timmons•Craig Buck•Scott Fortune•Ricci Luyties•Jeff Stork•Eric Sato•Karch Kiraly,None,1988
Volleyball,Volleyball,Women,Melissa McLinden•Angela Rock•Liz Masakayan•Kim Oden•Kim Ruddins•Caren Kemner•Tammy Webb•Deitre Collins•Laurel Kessel•Keba Phipps•Liane Sato•Jayne McHugh,None,1988
Water Polo,Water Polo,Men,Craig Wilson•Kevin Robertson•James Bergeson•Peter Campbell•Doug Kimbell•Craig Klass•Alan Mouchawar•Jeff Campbell•Greg Boyer•Terry Schroeder•Jody Campbell•Chris Duplanty•Mike Evans,None,1988
Weightlifting,Lightweight,Men,Michael Jacques,None,1988
Weightlifting,Middleweight,Men,Tony Urrutia,None,1988
Weightlifting,Light-Heavyweight,Men,Derrick Crass,None,1988
Weightlifting,Light-Heavyweight,Men,Curt White,None,1988
Weightlifting,Middle-Heavyweight,Men,Arn Kritsky,None,1988
Weightlifting,Middle-Heavyweight,Men,Brett Brian,None,1988
Weightlifting,Heavyweight II,Men,Rich Schutz,None,1988
Weightlifting,Heavyweight II,Men,Jeff Michels,None,1988
Weightlifting,Super-Heavyweight,Men,Mario Martinez,None,1988
Weightlifting,Super-Heavyweight,Men,John Bergman,None,1988
Wrestling,"Light-Flyweight, Greco-Roman",Men,Mark Fuller,None,1988
Wrestling,"Flyweight, Greco-Roman",Men,Shawn Sheldon,None,1988
Wrestling,"Bantamweight, Greco-Roman",Men,Anthony Amado,None,1988
Wrestling,"Featherweight, Greco-Roman",Men,Ike Anderson,None,1988
Wrestling,"Lightweight, Greco-Roman",Men,Andy Seras,None,1988
Wrestling,"Welterweight, Greco-Roman",Men,David Butler,None,1988
Wrestling,"Middleweight, Greco-Roman",Men,John Morgan,None,1988
Wrestling,"Light-Heavyweight, Greco-Roman",Men,Mike Foy,None,1988
Wrestling,"Heavyweight, Greco-Roman",Men,Dennis Koslowski,Bronze,1988
Wrestling,"Super-Heavyweight, Greco-Roman",Men,Duane Koslowski,None,1988
Wrestling,"Light-Flyweight, Freestyle",Men,Tim Vanni,None,1988
Wrestling,"Flyweight, Freestyle",Men,Ken Chertow,None,1988
Wrestling,"Bantamweight, Freestyle",Men,Barry Davis,None,1988
Wrestling,"Featherweight, Freestyle",Men,John Smith,Gold,1988
Wrestling,"Lightweight, Freestyle",Men,Nate Carr,Bronze,1988
Wrestling,"Welterweight, Freestyle",Men,Kenny Monday,Gold,1988
Wrestling,"Middleweight, Freestyle",Men,Mark Schultz,None,1988
Wrestling,"Light-Heavyweight, Freestyle",Men,Jim Scherr,None,1988
Wrestling,"Heavyweight, Freestyle",Men,Bill Scherr,Bronze,1988
Wrestling,"Super-Heavyweight, Freestyle",Men,Bruce Baumgartner,Silver,1988
