Sport,Event,Gender,Athlete,Medal,Year
Swimming,Mixed 4 × 100 m medley relay,Mixed,Gretchen Walsh,Gold,2024
Swimming,Mixed 4 × 100 m medley relay,Mixed,Abbey Weitzeil,Gold,2024
Boxing,Men's welterweight,Men,Omari Jones,Bronze,2024
Basketball,Men's tournament,Men,United States men's national basketball team,Gold,2024
Volleyball,Men's tournament,Men,United States men's national volleyball team,Bronze,2024
Water polo,Men's tournament,Men,United States men's national water polo team,Bronze,2024
Skateboarding,Men's street,Men,Jagger Eaton,Silver,2024
Skateboarding,Men's street,Men,Nyjah Huston,Bronze,2024
Sport climbing,Men's speed,Men,Sam Watson,Bronze,2024
Shooting,Men's skeet,Men,Vincent Hancock,Gold,2024
Shooting,Men's skeet,Men,Conner Prince,Silver,2024
Athletics,Men's shot put,Men,Ryan Crouser,Gold,2024
Athletics,Men's shot put,Men,Joe Kovacs,Silver,2024
Gymnastics,Men's pommel horse,Men,Stephen Nedoroscik,Bronze,2024
Athletics,Men's pole vault,Men,Sam Kendricks,Silver,2024
Skateboarding,Men's park,Men,Tom Schaar,Silver,2024
Golf,Men's individual,Men,Scottie Scheffler,Gold,2024
Archery,Men's individual,Men,Brady Ellison,Silver,2024
Athletics,Men's high jump,Men,Shelby McEwen,Silver,2024
Wrestling,Men's freestyle 86 kg,Men,Aaron Brooks,Bronze,2024
Wrestling,Men's freestyle 74 kg,Men,Kyle Dake,Bronze,2024
Wrestling,Men's freestyle 57 kg,Men,Spencer Lee,Silver,2024
Rowing,Men's four,Men,Justin Best,Gold,2024
Rowing,Men's four,Men,Liam Corrigan,Gold,2024
Rowing,Men's four,Men,Michael Grady,Gold,2024
Rowing,Men's four,Men,Nick Mead,Gold,2024
Fencing,Men's foil,Men,Nick Itkin,Bronze,2024
Rowing,Men's eight,Men,Christopher Carlson,Bronze,2024
Rowing,Men's eight,Men,Peter Chatain,Bronze,2024
Rowing,Men's eight,Men,Clark Dean,Bronze,2024
Rowing,Men's eight,Men,Henry Hollingsworth,Bronze,2024
Rowing,Men's eight,Men,Rielly Milne (c),Bronze,2024
Rowing,Men's eight,Men,Evan Olson,Bronze,2024
Rowing,Men's eight,Men,Pieter Quinton,Bronze,2024
Rowing,Men's eight,Men,Nicholas Rusher,Bronze,2024
Rowing,Men's eight,Men,Christian Tabash,Bronze,2024
Tennis,Men's doubles,Men,Austin Krajicek,Silver,2024
Tennis,Men's doubles,Men,Rajeev Ram,Silver,2024
Tennis,Men's doubles,Men,Taylor Fritz,Bronze,2024
Tennis,Men's doubles,Men,Tommy Paul,Bronze,2024
Gymnastics,Men's artistic team all-around,Men,Asher Hong,Bronze,2024
Gymnastics,Men's artistic team all-around,Men,Paul Juda,Bronze,2024
Gymnastics,Men's artistic team all-around,Men,Brody Malone,Bronze,2024
Gymnastics,Men's artistic team all-around,Men,Stephen Nedoroscik,Bronze,2024
Gymnastics,Men's artistic team all-around,Men,Fred Richard,Bronze,2024
Athletics,Men's 5000 m,Men,Grant Fisher,Bronze,2024
Athletics,Men's 3000 m steeplechase,Men,Kenneth Rooks,Silver,2024
Swimming,Men's 1500 m freestyle,Men,Bobby Finke,Gold,2024
Athletics,Men's 1500 m,Men,Cole Hocker,Gold,2024
Athletics,Men's 1500 m,Men,Yared Nuguse,Bronze,2024
Swimming,Men's 800 m freestyle,Men,Bobby Finke,Silver,2024
Swimming,Men's 400 m individual medley,Men,Carson Foster,Bronze,2024
Athletics,Men's 400 m hurdles,Men,Rai Benjamin,Gold,2024
Athletics,Men's 400 m,Men,Quincy Hall,Gold,2024
Swimming,Men's 200 m freestyle,Men,Luke Hobson,Bronze,2024
Athletics,Men's 200 m,Men,Kenny Bednarek,Silver,2024
Athletics,Men's 200 m,Men,Noah Lyles,Bronze,2024
Athletics,Men's 110 m hurdles,Men,Grant Holloway,Gold,2024
Athletics,Men's 110 m hurdles,Men,Daniel Roberts,Silver,2024
Swimming,Men's 100 m breaststroke,Men,Nic Fink,Silver,2024
Swimming,Men's 100 m backstroke,Men,Ryan Murphy,Bronze,2024
Athletics,Men's 100 m,Men,Noah Lyles,Gold,2024
Athletics,Men's 100 m,Men,Fred Kerley,Bronze,2024
Weightlifting,Men's 61 kg,Men,Hampton Morris,Bronze,2024
Athletics,Men's 10,Men,Male,Grant Fisher,Bronze
Athletics,Men's 4 × 400 m relay,Men,Christopher Bailey,Gold,2024
Athletics,Men's 4 × 400 m relay,Men,Rai Benjamin,Gold,2024
Athletics,Men's 4 × 400 m relay,Men,Bryce Deadmon,Gold,2024
Athletics,Men's 4 × 400 m relay,Men,Vernon Norwood,Gold,2024
Athletics,Men's 4 × 400 m relay,Men,Quincy Wilson,Gold,2024
Swimming,Men's 4 × 200 m freestyle relay,Men,Brooks Curry,Silver,2024
Swimming,Men's 4 × 200 m freestyle relay,Men,Carson Foster,Silver,2024
Swimming,Men's 4 × 200 m freestyle relay,Men,Chris Guiliano,Silver,2024
Swimming,Men's 4 × 200 m freestyle relay,Men,Luke Hobson,Silver,2024
Swimming,Men's 4 × 200 m freestyle relay,Men,Drew Kibler,Silver,2024
Swimming,Men's 4 × 200 m freestyle relay,Men,Blake Pieroni,Silver,2024
Swimming,Men's 4 × 200 m freestyle relay,Men,Kieran Smith,Silver,2024
Swimming,Men's 4 × 100 m medley relay,Men,Jack Alexy,Silver,2024
Swimming,Men's 4 × 100 m medley relay,Men,Hunter Armstrong,Silver,2024
Swimming,Men's 4 × 100 m medley relay,Men,Caeleb Dressel,Silver,2024
Swimming,Men's 4 × 100 m medley relay,Men,Nic Fink,Silver,2024
Swimming,Men's 4 × 100 m medley relay,Men,Thomas Heilman,Silver,2024
Swimming,Men's 4 × 100 m medley relay,Men,Ryan Murphy,Silver,2024
Swimming,Men's 4 × 100 m medley relay,Men,Charlie Swanson,Silver,2024
Swimming,Men's 4 × 100 m freestyle relay,Men,Jack Alexy,Gold,2024
Swimming,Men's 4 × 100 m freestyle relay,Men,Hunter Armstrong,Gold,2024
Swimming,Men's 4 × 100 m freestyle relay,Men,Caeleb Dressel,Gold,2024
Swimming,Men's 4 × 100 m freestyle relay,Men,Chris Guiliano,Gold,2024
Swimming,Men's 4 × 100 m freestyle relay,Men,Ryan Held,Gold,2024
Swimming,Men's 4 × 100 m freestyle relay,Men,Matt King,Gold,2024
Breaking,B-Boys,Men,Victor Montalvo,Bronze,2024
Sailing,49er,Men,Ian Barrows,Bronze,2024
Sailing,49er,Men,Hans Henken,Bronze,2024
