Sport,Event,Gender,Athlete,Medal,Year
Athletics,400 metres,Men,Michael Johnson,Gold,2000
Athletics,400 metres,Men,Alvin Harrison,Silver,2000
Athletics,400 metres,Men,Antonio Pettigrew,None,2000
Athletics,800 metres,Men,Bryan Woodward,None,2000
Athletics,800 metres,Men,Mark Everett,None,2000
Athletics,800 metres,Men,Rich Kenah,None,2000
Athletics,"1,500 metres",Men,Jason Pyrah,None,2000
Athletics,"1,500 metres",Men,Michael Stember,None,2000
Athletics,"1,500 metres",Men,Gabe Jennings,None,2000
Athletics,"5,000 metres",Men,Adam Goucher,None,2000
Athletics,"5,000 metres",Men,Brad Hauser,None,2000
Athletics,"5,000 metres",Men,Nick Rogers,None,2000
Athletics,"10,000 metres",Men,Abdi Abdirahman,None,2000
Athletics,"10,000 metres",Men,Meb Keflezighi,None,2000
Athletics,"10,000 metres",Men,Alan Culpepper,None,2000
Athletics,Marathon,Men,Rod DeHaven,None,2000
Athletics,110 metres Hurdles,Men,Terrence Trammell,Silver,2000
Athletics,110 metres Hurdles,Men,Mark Crear,Bronze,2000
Athletics,110 metres Hurdles,Men,Allen Johnson,None,2000
Athletics,400 metres Hurdles,Men,Angelo Taylor,Gold,2000
Athletics,400 metres Hurdles,Men,James Carter,None,2000
Athletics,400 metres Hurdles,Men,Eric Thomas,None,2000
Athletics,"3,000 metres Steeplechase",Men,Mark Croghan,None,2000
Athletics,"3,000 metres Steeplechase",Men,Pascal Dobert,None,2000
Athletics,"3,000 metres Steeplechase",Men,Tony Cosey,None,2000
Athletics,4 × 100 metres Relay,Men,"Jon Drummond•Bernard Williams, III•Brian Lewis•Maurice Greene•Tim Montgomery•Kenny Brokenburr",None,2000
Athletics,4 × 400 metres Relay,Men,Alvin Harrison•Antonio Pettigrew•Calvin Harrison•Michael Johnson•Angelo Taylor•Jerome Young,None,2000
Athletics,20 kilometres Race Walk,Men,Tim Seaman,None,2000
Athletics,50 kilometres Race Walk,Men,Curt Clausen,None,2000
Athletics,50 kilometres Race Walk,Men,Philip Dunn,None,2000
Athletics,50 kilometres Race Walk,Men,Andrew Hermann,None,2000
Athletics,High Jump,Men,Nathan Leeper,None,2000
Athletics,High Jump,Men,Kenny Evans,None,2000
Athletics,High Jump,Men,Charles Austin,None,2000
Athletics,Pole Vault,Men,Nick Hysong,Gold,2000
Athletics,Pole Vault,Men,Lawrence Johnson,Silver,2000
Athletics,Pole Vault,Men,Chad Harting,None,2000
Athletics,Long Jump,Men,Dwight Phillips,None,2000
Athletics,Long Jump,Men,Savanté Stringfellow,None,2000
Athletics,Long Jump,Men,Mel Lister,None,2000
Athletics,Triple Jump,Men,Robert Howard,None,2000
Athletics,Triple Jump,Men,Walter Davis,None,2000
Athletics,Triple Jump,Men,LaMark Carter,None,2000
Athletics,Shot Put,Men,Adam Nelson,Silver,2000
Athletics,Shot Put,Men,John Godina,Bronze,2000
Athletics,Shot Put,Men,Andy Bloom,None,2000
Athletics,Discus Throw,Men,Adam Setliff,None,2000
Athletics,Discus Throw,Men,Tony Washington,None,2000
Athletics,Discus Throw,Men,John Godina,None,2000
Athletics,Hammer Throw,Men,Lance Deal,None,2000
Athletics,Hammer Throw,Men,Kevin McMahon,None,2000
Athletics,Hammer Throw,Men,Jud Logan,None,2000
Athletics,Javelin Throw,Men,Breaux Greer,None,2000
Athletics,Decathlon,Men,Chris Huffins,Bronze,2000
Athletics,Decathlon,Men,Tom Pappas,None,2000
Athletics,Decathlon,Men,Kip Janvrin,None,2000
Athletics,"1,500 metres Wheelchair",Men,Scot Hollonbeck,None,2000
Athletics,100 metres,Women,Chryste Gaines,None,2000
Athletics,100 metres,Women,Torri Edwards,None,2000
Athletics,100 metres,Women,Marion Jones,None,2000
Athletics,200 metres,Women,Torri Edwards,None,2000
Athletics,200 metres,Women,Nanceen Perry,None,2000
Athletics,200 metres,Women,Marion Jones,None,2000
Athletics,400 metres,Women,LaTasha Colander-Richardson,None,2000
Athletics,400 metres,Women,Monique Hennagan,None,2000
Athletics,400 metres,Women,Michelle Collins,None,2000
Athletics,800 metres,Women,Hazel Clark-Riley,None,2000
Athletics,800 metres,Women,Jearl Miles-Clark,None,2000
Athletics,800 metres,Women,Joetta Clark-Diggs,None,2000
Athletics,"1,500 metres",Women,Marla Runyan,None,2000
Athletics,"1,500 metres",Women,Suzy Favor-Hamilton,None,2000
Athletics,"1,500 metres",Women,Shayne Culpepper,None,2000
Athletics,"5,000 metres",Women,Elva Dryer,None,2000
Athletics,"5,000 metres",Women,Amy Rudolph,None,2000
Athletics,"5,000 metres",Women,Anne Marie Lauck,None,2000
Athletics,"10,000 metres",Women,Libbie Hickman,None,2000
Athletics,"10,000 metres",Women,Jen Rhines,None,2000
Athletics,"10,000 metres",Women,Deena Drossin,None,2000
Athletics,Marathon,Women,Chris Clark,None,2000
Athletics,100 metres Hurdles,Women,Melissa Morrison,Bronze,2000
Athletics,100 metres Hurdles,Women,Sharon Couch-Jewell,None,2000
Athletics,100 metres Hurdles,Women,Gail Devers,None,2000
Athletics,400 metres Hurdles,Women,Kim Batten,None,2000
Athletics,400 metres Hurdles,Women,Sandra Glover,None,2000
Athletics,400 metres Hurdles,Women,Tonja Buford-Bailey,None,2000
Athletics,4 × 100 metres Relay,Women,Chryste Gaines•Torri Edwards•Nanceen Perry•Marion Jones•Passion Richardson,None,2000
Athletics,4 × 400 metres Relay,Women,Jearl Miles-Clark•Monique Hennagan•Marion Jones•LaTasha Colander-Richardson•Andrea Anderson,None,2000
Athletics,20 kilometres Race Walk,Women,Michelle Rohl,None,2000
Athletics,20 kilometres Race Walk,Women,Chen Yueling,None,2000
Athletics,20 kilometres Race Walk,Women,Debbi Lawrence,None,2000
Athletics,High Jump,Women,Karol Damon,None,2000
Athletics,High Jump,Women,Erin Aldrich,None,2000
Athletics,High Jump,Women,Amy Acuff,None,2000
Athletics,Pole Vault,Women,Stacy Dragila,Gold,2000
Athletics,Pole Vault,Women,Kellie Suttle,None,2000
Athletics,Pole Vault,Women,Mel Mueller,None,2000
Athletics,Long Jump,Women,Dawn Burrell,None,2000
Athletics,Long Jump,Women,Shana Williams,None,2000
Athletics,Long Jump,Women,Marion Jones,None,2000
Athletics,Triple Jump,Women,Nicole Gamble,None,2000
Athletics,Shot Put,Women,Connie Price-Smith,None,2000
Athletics,Shot Put,Women,Jesseca Cross,None,2000
Athletics,Shot Put,Women,Teri Tunks,None,2000
Athletics,Discus Throw,Women,Seilala Sua,None,2000
Athletics,Discus Throw,Women,Suzy Powell,None,2000
Athletics,Discus Throw,Women,Kris Kuehl,None,2000
Athletics,Hammer Throw,Women,Dawn Ellerbe,None,2000
Athletics,Hammer Throw,Women,Amy Palmer,None,2000
Athletics,Hammer Throw,Women,Jesseca Cross,None,2000
Athletics,Javelin Throw,Women,Lynda Blutreich,None,2000
Athletics,Heptathlon,Women,DeDee Nathan,None,2000
Athletics,Heptathlon,Women,Shelia Burrell,None,2000
Athletics,800 metres Wheelchair,Women,Cheri Becerra,None,2000
Badminton,Singles,Men,Kevin Han,None,2000
Baseball,Baseball,Men,Brent Abernathy•Kurt Ainsworth•Pat Borders•Sean Burroughs•John Cotton•Travis Dawkins•Adam Everett•Ryan Franklin•Chris George•Shane Heams•Marcus Jensen•Mike Kinkade•Rick Krivda•Doug Mientkiewicz•Mike Neill•Roy Oswalt•Jon Rauch•Anthony Sanders•Bobby Seay•Ben Sheets•Brad Wilkerson•Todd Williams•Ernie Young•Tim Young,None,2000
Basketball,Basketball,Men,Allan Houston•Alonzo Mourning•Antonio McDyess•Gary Payton•Jason Kidd•Kevin Garnett•Ray Allen•Shareef Abdur-Rahim•Steve Smith•Tim Hardaway•Vin Baker•Vince Carter,None,2000
Basketball,Basketball,Women,Ruthie Bolton-Holifield•Teresa Edwards•Yolanda Griffith•Lisa Leslie•Nikki McCray•DeLisha Milton-Jones•Katie Smith•Dawn Staley•Sheryl Swoopes•Natalie Williams•Kara Wolters•Chamique Holdsclaw(DNS),None,2000
Beach Volleyball,Beach Volleyball,Men,Dain Blanton•Eric Fonoimoana,None,2000
Beach Volleyball,Beach Volleyball,Men,"Kevin Wong•Rob Heidger, Jr.",None,2000
Beach Volleyball,Beach Volleyball,Women,Holly McPeak•Misty May,None,2000
Beach Volleyball,Beach Volleyball,Women,Jenny Johnson-Jordan•Nettie Davis,None,2000
Boxing,Light-Flyweight,Men,Brian Viloria,None,2000
Boxing,Flyweight,Men,José Navarro,None,2000
Boxing,Bantamweight,Men,Clarence Vinson,Bronze,2000
Boxing,Featherweight,Men,Rocky Juárez,Silver,2000
Boxing,Lightweight,Men,David Jackson,None,2000
Boxing,Light-Welterweight,Men,"Ricardo Williams, Jr.",Silver,2000
Boxing,Welterweight,Men,Dante Craig,None,2000
Boxing,Light-Middleweight,Men,Jermain Taylor,Bronze,2000
Boxing,Middleweight,Men,Jeff Lacy,None,2000
Boxing,Light-Heavyweight,Men,Olanda Anderson,None,2000
Boxing,Heavyweight,Men,Michael Bennett,None,2000
Boxing,Super-Heavyweight,Men,Calvin Brock,None,2000
Canoe Slalom,"Kayak Singles, Slalom",Men,Scott Shipley,None,2000
Canoe Slalom,"Canadian Singles, Slalom",Men,Davey Hearn,None,2000
Canoe Slalom,"Canadian Doubles, Slalom",Men,Matt Taylor•Lecky Haller,None,2000
Canoe Slalom,"Kayak Singles, Slalom",Women,Rebecca Giddens,None,2000
Canoe Sprint,"Kayak Singles, 500 metres",Men,Stein Jorgensen,None,2000
Canoe Sprint,"Kayak Doubles, 500 metres",Men,Peter Newton•Ángel Pérez,None,2000
Canoe Sprint,"Kayak Doubles, 1,000 metres",Men,Philippe Boccara•Cliff Meidl,None,2000
Canoe Sprint,"Kayak Fours, 1,000 metres",Men,Stein Jorgensen•John Mooney•Peter Newton•Ángel Pérez,None,2000
Canoe Sprint,"Canadian Singles, 500 metres",Men,Jordan Malloch,None,2000
Canoe Sprint,"Canadian Singles, 1,000 metres",Men,Jordan Malloch,None,2000
Canoe Sprint,"Kayak Singles, 500 metres",Women,Kathy Colin,None,2000
Canoe Sprint,"Kayak Doubles, 500 metres",Women,Tamara Jenkins•Kathy Colin,None,2000
Cycling Mountain Bike,Cross-Country,Men,Tinker Juarez,None,2000
Cycling Mountain Bike,Cross-Country,Men,Travis Brown,None,2000
Cycling Mountain Bike,Cross-Country,Women,Alison Dunlap,None,2000
Cycling Mountain Bike,Cross-Country,Women,Ruthie Matthes,None,2000
Cycling Mountain Bike,Cross-Country,Women,Ann Trombley,None,2000
Cycling Road,"Road Race, Individual",Men,George Hincapie,None,2000
Cycling Road,"Road Race, Individual",Men,Fred Rodriguez,None,2000
Cycling Road,"Road Race, Individual",Men,Tyler Hamilton,None,2000
Cycling Road,"Road Race, Individual",Men,Antonio Cruz,None,2000
Cycling Road,"Road Race, Individual",Men,Lance Armstrong,None,2000
Cycling Road,Individual Time Trial,Men,Tyler Hamilton,None,2000
Cycling Road,Individual Time Trial,Men,Lance Armstrong,None,2000
Cycling Road,"Road Race, Individual",Women,Nicole Freedman,None,2000
Cycling Road,"Road Race, Individual",Women,Karen Kurreck,None,2000
Cycling Road,"Road Race, Individual",Women,Mari Holden,None,2000
Cycling Road,Individual Time Trial,Women,Mari Holden,Silver,2000
Cycling Road,Individual Time Trial,Women,Karen Kurreck,None,2000
Cycling Track,Sprint,Men,Marty Nothstein,Gold,2000
Cycling Track,Sprint,Men,Chelly Arrue,None,2000
Cycling Track,"1,000 metres Time Trial",Men,Jonas Carney,None,2000
Cycling Track,Keirin,Men,Marty Nothstein,None,2000
Cycling Track,Keirin,Men,Chelly Arrue,None,2000
Cycling Track,Team Sprint,Men,Chelly Arrue•Johnny Bairos•Jonas Carney,None,2000
Cycling Track,"Individual Pursuit, 4,000 metres",Men,Mariano Friedick,None,2000
Cycling Track,"Individual Pursuit, 4,000 metres",Men,Christian Vande Velde,None,2000
Cycling Track,"Team Pursuit, 4,000 metres",Men,Derek Bouchard-Hall•Mariano Friedick•Tommy Mulkey•Erin Hartwell,None,2000
Cycling Track,Points Race,Men,J'me Carney,None,2000
Cycling Track,Sprint,Women,Tanya Lindenmuth,None,2000
Cycling Track,500 metres Time Trial,Women,Chris Witty,None,2000
Cycling Track,Individual Pursuit,Women,Erin Mirabella,None,2000
Cycling Track,Points Race,Women,Erin Mirabella,None,2000
Diving,Springboard,Men,Troy Dumais,None,2000
Diving,Springboard,Men,Mark Ruiz,None,2000
Diving,Platform,Men,Mark Ruiz,None,2000
Diving,Platform,Men,David Pichler,None,2000
Diving,Synchronized Springboard,Men,Troy Dumais•David Pichler,None,2000
Diving,Synchronized Platform,Men,David Pichler•Mark Ruiz,None,2000
Diving,Springboard,Women,Jenny Keim,None,2000
Diving,Springboard,Women,Michelle Davison,None,2000
Diving,Platform,Women,Laura Wilkinson,Gold,2000
Diving,Platform,Women,Sara Reiling,None,2000
Diving,Synchronized Platform,Women,Jenny Keim•Laura Wilkinson,None,2000
Equestrian Dressage,Individual,Open,Sue Blinks,None,2000
Equestrian Dressage,Individual,Open,Christine Traurig,None,2000
Equestrian Dressage,Individual,Open,Robert Dover,None,2000
Equestrian Dressage,Individual,Open,Guenter Seidel,None,2000
Equestrian Dressage,Team,Open,Christine Traurig•Sue Blinks•Guenter Seidel•Robert Dover,None,2000
Equestrian Eventing,Individual,Open,David O'Connor,Gold,2000
Equestrian Eventing,Individual,Open,Robert Costello,None,2000
Equestrian Eventing,Individual,Open,Julie Black-Burns,None,2000
Equestrian Eventing,Team,Open,Karen O'Connor•David O'Connor•Nina Fout•Linden Wiesman,None,2000
Equestrian Jumping,Individual,Open,Margie Goldstein-Engle,None,2000
Equestrian Jumping,Individual,Open,Lauren Hough,None,2000
Equestrian Jumping,Individual,Open,Laura Kraut,None,2000
Equestrian Jumping,Individual,Open,Nona Garson,None,2000
Equestrian Jumping,Team,Open,Margie Goldstein-Engle•Laura Kraut•Lauren Hough•Nona Garson,None,2000
Fencing,"Foil, Individual",Men,Cliff Bayer,None,2000
Fencing,"Épée, Individual",Men,Tamir Bloom,None,2000
Fencing,"Sabre, Individual",Men,Keeth Smart,None,2000
Fencing,"Sabre, Individual",Men,Akhi Spencer-El,None,2000
Fencing,"Foil, Individual",Women,Iris Zimmermann,None,2000
Fencing,"Foil, Individual",Women,Ann Marsh,None,2000
Fencing,"Foil, Individual",Women,Felicia Zimmermann,None,2000
Fencing,"Foil, Team",Women,Ann Marsh•Iris Zimmermann•Felicia Zimmermann,None,2000
Fencing,"Épée, Individual",Women,Arlene Stevens,None,2000
Football,Football,Men,Josh Wolff•Ben Olsen•Brad Friedel•Brian Dunseth•Chad McCarty•Chris Albright•Conor Casey•Danny Califf•Evan Whitfield•Frankie Hejduk•Jeff Agoos•Joey DiGiamarino•John O'Brien•Landon Donovan•Pete Vagenas•Ramiro Corrales•Sasha Victorine•DaMarcus Beasley(DNS)•Chris Brown(DNS)•Tim Howard(DNS)•Matt Napoleon(DNS)•Brian Winters(DNS),None,2000
Football,Football,Women,Brandi Chastain•Christie Pearce•Cindy Parlow•Joy Fawcett•Julie Foudy•Kate Sobrero•Kristine Lilly•Lorrie Fair•Mia Hamm•Nikki Serlenga•Shannon MacMillan•Siri Mullinix•Tiffeny Milbrett•Carla Overbeck(DNS)•Briana Scurry(DNS)•Aly Wagner(DNS)•Jenni Branam(DNS)•Susan Bush(DNS)•Michelle French(DNS)•Danielle Slaton(DNS)•Christie Welsh(DNS)•Sara Whalen(DNS),None,2000
Judo,Extra-Lightweight,Men,Brandan Greczkowski,None,2000
Judo,Half-Lightweight,Men,Alex Ottiano,None,2000
Judo,Lightweight,Men,Jimmy Pedro,None,2000
Judo,Half-Middleweight,Men,Jason Morris,None,2000
Judo,Middleweight,Men,Brian Olson,None,2000
Judo,Half-Heavyweight,Men,Ato Hand,None,2000
Judo,Heavyweight,Men,Martin Boonzaayer,None,2000
Judo,Extra-Lightweight,Women,Lauren Meece,None,2000
Judo,Half-Lightweight,Women,Hillary Wolf,None,2000
Judo,Lightweight,Women,Ellen Wilson,None,2000
Judo,Half-Middleweight,Women,Celita Schutz,None,2000
Judo,Middleweight,Women,Sandy Bacher,None,2000
Judo,Half-Heavyweight,Women,Amy Tong,None,2000
Judo,Heavyweight,Women,Colleen Rosensteel,None,2000
Modern Pentathlon,Individual,Men,Chad Senior,None,2000
Modern Pentathlon,Individual,Men,Velizar Iliev,None,2000
Modern Pentathlon,Individual,Women,Emily deRiel,Silver,2000
Modern Pentathlon,Individual,Women,Mary Beth Iagorashvili,None,2000
Rowing,Single Sculls,Men,Don Smith,None,2000
Rowing,Double Sculls,Men,Henry Nuzum•Mike Ferry,None,2000
Rowing,Coxless Pairs,Men,Ted Murphy•Sebastian Bea,None,2000
Rowing,Quadruple Sculls,Men,Sean Hall•Nick Peterson•Ian McGowan•Jake Wetzel,None,2000
Rowing,Coxless Fours,Men,Mike Wherley•Eric Mueller•Jamie Koven•Wolf Moser,None,2000
Rowing,Eights,Men,Bryan Volpenhein•Bob Kaehler•Porter Collins•Thomas Welsh•Dave Simon•Chris Ahrens•Garrett Miller•Jeff Klepacki•Pete Cipollone,None,2000
Rowing,Lightweight Double Sculls,Men,Steve Tucker•Conal Groom,None,2000
Rowing,Lightweight Coxless Fours,Men,Marc Schneider•Greg Ruckman•Paul Teti•Tom Auth,None,2000
Rowing,Single Sculls,Women,Monica Tranel Michini,None,2000
Rowing,Double Sculls,Women,Carol Skricki•Ruth Davidon,None,2000
Rowing,Coxless Pairs,Women,Missy Ryan•Karen Kraft,None,2000
Rowing,Quadruple Sculls,Women,Hilary Gehman•Jennifer Dore•Laurel Korholz•Kelly Salchow,None,2000
Rowing,Eights,Women,Katie Maloney•Linda Miller•Amy Martin•Betsy McCagg•Torrey Folk•Amy Fuller•Sarah Jones•Lianne Nelson•Raj Shah,None,2000
Rowing,Lightweight Double Sculls,Women,Christine Collins•Sarah Garner,None,2000
Sailing,Windsurfer,Men,Mike Gebhardt,None,2000
Sailing,One Person Dinghy,Men,Russ Silvestri,None,2000
Sailing,Two Person Dinghy,Men,Paul Foerster•Bob Merrick,None,2000
Sailing,One Person Dinghy,Open,John Myrdal,None,2000
Sailing,Two Person Keelboat,Open,Mark Reynolds•Magnus Liljedahl,None,2000
Sailing,Skiff,Open,Jonathan McKee•Charlie McKee,None,2000
Sailing,Multihull,Open,John Lovell•Charlie Ogletree,None,2000
Sailing,Three Person Keelboat,Open,Jeff Madrigali•Craig Healy•Hartwell Jordan,None,2000
Sailing,Windsurfer,Women,Lanee Butler,None,2000
Sailing,One Person Dinghy,Women,Courtenay Becker-Dey,None,2000
Sailing,Two Person Dinghy,Women,JJ Isler•Pease Glaser,None,2000
Shooting,"Air Pistol, 10 metres",Men,Michael Douglass,None,2000
Shooting,"Air Pistol, 10 metres",Men,Bill Demarest,None,2000
Shooting,"Rapid-Fire Pistol, 25 metres",Men,John McNally,None,2000
Shooting,"Free Pistol, 50 metres",Men,Bill Demarest,None,2000
Shooting,"Free Pistol, 50 metres",Men,Daryl Szarenski,None,2000
Shooting,"Air Rifle, 10 metres",Men,Jason Parker,None,2000
Shooting,"Air Rifle, 10 metres",Men,Ken Johnson,None,2000
Shooting,"Small-Bore Rifle, Three Positions, 50 metres",Men,Mike Anti,None,2000
Shooting,"Small-Bore Rifle, Three Positions, 50 metres",Men,Glenn Dubis,None,2000
Shooting,"Small-Bore Rifle, Prone, 50 metres",Men,Glenn Dubis,None,2000
Shooting,"Small-Bore Rifle, Prone, 50 metres",Men,Tom Tamas,None,2000
Shooting,"Running Target, 10 metres",Men,Adam Saathoff,None,2000
Shooting,"Running Target, 10 metres",Men,Lance Dement,None,2000
Shooting,Trap,Men,Lance Bade,None,2000
Shooting,Trap,Men,Josh Lakatos,None,2000
Shooting,Double Trap,Men,Lance Bade,None,2000
Shooting,Double Trap,Men,Glenn Eller,None,2000
Shooting,Double Trap,Men,Bill Keever,None,2000
Shooting,Skeet,Men,Todd Graves,Bronze,2000
Shooting,Skeet,Men,"Michael Schmidt, Jr.",None,2000
Shooting,"Air Pistol, 10 metres",Women,Beki Snyder,None,2000
Shooting,"Air Pistol, 10 metres",Women,Christina Cassidy,None,2000
Shooting,"Sporting Pistol, 25 metres",Women,Beki Snyder,None,2000
Shooting,"Sporting Pistol, 25 metres",Women,Janine Bowman,None,2000
Shooting,"Air Rifle, 10 metres",Women,Nancy Napolski-Johnson,Gold,2000
Shooting,"Air Rifle, 10 metres",Women,Jayme Dickman,None,2000
Shooting,"Small-Bore Rifle, Three Positions, 50 metres",Women,Melissa Mulloy,None,2000
Shooting,"Small-Bore Rifle, Three Positions, 50 metres",Women,Jean Foster,None,2000
Shooting,"Small-Bore Rifle, Three Positions, 50 metres",Women,Thrine Kane,None,2000
Shooting,Trap,Women,Cindy Gentry,None,2000
Shooting,Double Trap,Women,Kim Rhode,Bronze,2000
Shooting,Double Trap,Women,Cindy Gentry,None,2000
Shooting,Skeet,Women,Cindy Shenberger,None,2000
Shooting,Skeet,Women,Kim Rhode,None,2000
Softball,Softball,Women,Dot Richardson•Laura Berg•Lisa Fernandez•Crystl Bustos•Sheila Douty•Jennifer McFalls•Jennifer Brundage•Stacey Nuveman•Leah O'Brien-Amico•Christie Ambrosi•Lori Harrigan•Danielle Henderson•Christa Williams•Michelle Venturella•Michele Smith,None,2000
Swimming,50 metres Freestyle,Men,"Gary Hall, Jr.",Gold,2000
Swimming,50 metres Freestyle,Men,Anthony Ervin,Gold,2000
Swimming,100 metres Freestyle,Men,"Gary Hall, Jr.",Bronze,2000
Swimming,100 metres Freestyle,Men,Neil Walker,None,2000
Swimming,200 metres Freestyle,Men,Josh Davis,None,2000
Swimming,200 metres Freestyle,Men,Scott Goldblatt,None,2000
Swimming,400 metres Freestyle,Men,Klete Keller,Bronze,2000
Swimming,400 metres Freestyle,Men,Chad Carvin,None,2000
Swimming,"1,500 metres Freestyle",Men,Chris Thompson,Bronze,2000
Swimming,"1,500 metres Freestyle",Men,Erik Vendt,None,2000
