Sport,Event,Gender,Athlete,Medal,Year
Swimming,200 metres Butterfly,Women,Cammile Adams,None,2012
Swimming,200 metres Individual Medley,Women,Caitlin Leverenz,Bronze,2012
Swimming,200 metres Individual Medley,Women,Ariana Kukors,None,2012
Swimming,400 metres Individual Medley,Women,Elizabeth Beisel,Silver,2012
Swimming,400 metres Individual Medley,Women,Caitlin Leverenz,None,2012
Swimming,4 × 100 metres Medley Relay,Women,Missy Franklin•Rebecca Soni•Dana Vollmer•Allison Schmitt•Rachel Bootsma•Breeja Larson•Claire Donahue•Jessica Hardy,None,2012
Table Tennis,Singles,Men,Timothy Wang,None,2012
Table Tennis,Singles,Women,Ariel Hsing,None,2012
Table Tennis,Singles,Women,Lily Zhang,None,2012
Table Tennis,Team,Women,Ariel Hsing•Lily Zhang•Erica Wu,None,2012
Taekwondo,Featherweight,Men,Terrence Jennings,Bronze,2012
Taekwondo,Welterweight,Men,Steven Lopez,None,2012
Taekwondo,Featherweight,Women,Diana Lopez,None,2012
Taekwondo,Welterweight,Women,Paige McPherson,Bronze,2012
Tennis,Singles,Men,John Isner,None,2012
Tennis,Singles,Men,Andy Roddick,None,2012
Tennis,Singles,Men,Donald Young,None,2012
Tennis,Singles,Men,Ryan Harrison,None,2012
Tennis,Doubles,Men,Mike Bryan•Bob Bryan,None,2012
Tennis,Doubles,Men,John Isner•Andy Roddick,None,2012
Tennis,Singles,Women,Serena Williams,Gold,2012
Tennis,Singles,Women,Venus Williams,None,2012
Tennis,Singles,Women,Varvara Lepchenko,None,2012
Tennis,Singles,Women,Christina McHale,None,2012
Tennis,Doubles,Women,Serena Williams•Venus Williams,None,2012
Tennis,Doubles,Women,Liezel Huber•Lisa Raymond,None,2012
Tennis,Doubles,Mixed,Lisa Raymond•Mike Bryan,None,2012
Tennis,Doubles,Mixed,Liezel Huber•Bob Bryan,None,2012
Trampolining,Individual,Men,Steven Gluckstein,None,2012
Trampolining,Individual,Women,Savannah Vinsant,None,2012
Triathlon,Olympic Distance,Men,Hunter Kemper,None,2012
Triathlon,Olympic Distance,Men,Manny Huerta,None,2012
Triathlon,Olympic Distance,Women,Sarah Groff,None,2012
Triathlon,Olympic Distance,Women,Laura Bennett,None,2012
Triathlon,Olympic Distance,Women,Gwen Jorgensen,None,2012
Volleyball,Volleyball,Men,Matt Anderson•Sean Rooney•David Lee•Rich Lambourne•Paul Lotman•Donald Suxho•Reid Priddy•Brian Thornton•Russell Holmes•Clay Stanley•David McKienzie•David Smith,None,2012
Volleyball,Volleyball,Women,Danielle Scott-Arruda•Tayyiba Haneef-Park•Lindsey Berg•Tamari Miyashiro•Nicole Davis•Jordan Larson•Megan Hodge•Christa Harmotto•Logan Tom•Foluke Akinradewo•Courtney Thompson•Destinee Hooker,None,2012
Water Polo,Water Polo,Men,Merrill Moses•Peter Varellas•Peter Hudnut•Jeff Powers•Adam Wright•Shea Buckner•Layne Beaubien•Tony Azevedo•Ryan Bailey•Tim Hutten•Jesse Smith•John Mann•Chay Lapin,None,2012
Water Polo,Water Polo,Women,Betsey Armstrong•Heather Petri•Melissa Seidemann•Brenda Villa•Lauren Wenger•Maggie Steffens•Courtney Mathewson•Jessica Steffens•Elsie Windes•Kelly Rulon•Annika Dries•Kami Craig•Tumua Anae(DNS),None,2012
Weightlifting,Light-Heavyweight,Men,Kendrick Farris,None,2012
Weightlifting,Super-Heavyweight,Women,Sarah Robles,None,2012
Weightlifting,Super-Heavyweight,Women,Holley Mangold,None,2012
Wrestling,"Featherweight, Greco-Roman",Men,Spenser Mango,None,2012
Wrestling,"Lightweight, Greco-Roman",Men,Ellis Coleman,None,2012
Wrestling,"Welterweight, Greco-Roman",Men,Justin Lester,None,2012
Wrestling,"Middleweight, Greco-Roman",Men,Ben Provisor,None,2012
Wrestling,"Light-Heavyweight, Greco-Roman",Men,Chas Betts,None,2012
Wrestling,"Super-Heavyweight, Greco-Roman",Men,Dremiel Byers,None,2012
Wrestling,"Featherweight, Freestyle",Men,Sam Hazewinkel,None,2012
Wrestling,"Lightweight, Freestyle",Men,Coleman Scott,Bronze,2012
Wrestling,"Welterweight, Freestyle",Men,Jared Frayer,None,2012
Wrestling,"Middleweight, Freestyle",Men,Jordan Burroughs,Gold,2012
Wrestling,"Light-Heavyweight, Freestyle",Men,Jake Herbert,None,2012
Wrestling,"Heavyweight, Freestyle",Men,Jake Varner,Gold,2012
Wrestling,"Super-Heavyweight, Freestyle",Men,Tervel Dlagnev,Bronze,2012
Wrestling,"Flyweight, Freestyle",Women,Clarissa Chun,Bronze,2012
Wrestling,"Lightweight, Freestyle",Women,Kelsey Campbell,None,2012
Wrestling,"Middleweight, Freestyle",Women,Elena Pirozhkova,None,2012
Wrestling,"Heavyweight, Freestyle",Women,Ali Bernard,None,2012
