Sport,Event,Gender,Athlete,Medal,Year
Cycling BMX Racing,BMX,Men,David Herman,None,2012
Cycling BMX Racing,BMX,Men,Nic Long,None,2012
Cycling BMX Racing,BMX,Women,Brooke Crain,None,2012
Cycling BMX Racing,BMX,Women,Alise Post,None,2012
Cycling Mountain Bike,Cross-Country,Men,Todd Wells,None,2012
Cycling Mountain Bike,Cross-Country,Men,Sam Schultz,None,2012
Cycling Mountain Bike,Cross-Country,Women,Georgia Gould,Bronze,2012
Cycling Mountain Bike,Cross-Country,Women,Lea Davison,None,2012
Cycling Road,"Road Race, Individual",Men,Taylor Phinney,None,2012
Cycling Road,"Road Race, Individual",Men,Tyler Farrar,None,2012
Cycling Road,"Road Race, Individual",Men,Timmy Duggan,None,2012
Cycling Road,"Road Race, Individual",Men,Chris Horner,None,2012
Cycling Road,"Road Race, Individual",Men,Tejay van Garderen,None,2012
Cycling Road,Individual Time Trial,Men,Taylor Phinney,None,2012
Cycling Road,"Road Race, Individual",Women,Shelley Olds,None,2012
Cycling Road,"Road Race, Individual",Women,Evelyn Stevens,None,2012
Cycling Road,"Road Race, Individual",Women,Kristin Armstrong,None,2012
Cycling Road,"Road Race, Individual",Women,Amber Neben,None,2012
Cycling Road,Individual Time Trial,Women,Kristin Armstrong,Gold,2012
Cycling Road,Individual Time Trial,Women,Amber Neben,None,2012
Cycling Track,Sprint,Men,Jimmy Watkins,None,2012
Cycling Track,Omnium,Men,Bobby Lea,None,2012
Cycling Track,Team Pursuit,Women,Sarah Hammer•Dotsie Bausch•Lauren Tamayo•Jennie Reed,None,2012
Cycling Track,Omnium,Women,Sarah Hammer,Silver,2012
Diving,Springboard,Men,Troy Dumais,None,2012
Diving,Springboard,Men,Chris Colwill,None,2012
Diving,Platform,Men,David Boudia,Gold,2012
Diving,Platform,Men,Nick McCrory,None,2012
Diving,Synchronized Springboard,Men,Troy Dumais•Kristian Ipsen,None,2012
Diving,Synchronized Platform,Men,David Boudia•Nick McCrory,None,2012
Diving,Springboard,Women,Cassidy Krug,None,2012
Diving,Springboard,Women,Christina Loukas,None,2012
Diving,Platform,Women,Brittany Viola,None,2012
Diving,Platform,Women,Katie Bell,None,2012
Diving,Synchronized Springboard,Women,Kelci Bryant•Abby Johnston,None,2012
Equestrian Dressage,Individual,Open,Steffen Peters,None,2012
Equestrian Dressage,Individual,Open,Tina Konyot,None,2012
Equestrian Dressage,Individual,Open,Jan Ebeling,None,2012
Equestrian Dressage,Individual,Open,Adrienne Lyle,None,2012
Equestrian Dressage,Team,Open,Jan Ebeling•Tina Konyot•Steffen Peters,None,2012
Equestrian Eventing,Individual,Open,Karen O'Connor,None,2012
Equestrian Eventing,Individual,Open,Phillip Dutton,None,2012
Equestrian Eventing,Individual,Open,Will Coleman,None,2012
Equestrian Eventing,Individual,Open,Tiana Coudray,None,2012
Equestrian Eventing,Individual,Open,Boyd Martin,None,2012
Equestrian Eventing,Team,Open,Boyd Martin•Will Coleman•Tiana Coudray•Karen O'Connor•Phillip Dutton,None,2012
Equestrian Jumping,Individual,Open,Rich Fellers,None,2012
Equestrian Jumping,Individual,Open,McLain Ward,None,2012
Equestrian Jumping,Individual,Open,Reed Kessler,None,2012
Equestrian Jumping,Individual,Open,Beezie Madden,None,2012
Equestrian Jumping,Team,Open,McLain Ward•Beezie Madden•Reed Kessler•Rich Fellers,None,2012
Fencing,"Foil, Individual",Men,Alexander Massialas,None,2012
Fencing,"Foil, Individual",Men,Race Imboden,None,2012
Fencing,"Foil, Individual",Men,Miles Chamley-Watson,None,2012
Fencing,"Foil, Team",Men,Gerek Meinhardt•Miles Chamley-Watson•Race Imboden•Alexander Massialas,None,2012
Fencing,"Épée, Individual",Men,Seth Kelsey,None,2012
Fencing,"Épée, Individual",Men,Soren Thompson,None,2012
Fencing,"Sabre, Individual",Men,Tim Morehouse,None,2012
Fencing,"Sabre, Individual",Men,Daryl Homer,None,2012
Fencing,"Sabre, Individual",Men,James Williams,None,2012
Fencing,"Sabre, Team",Men,Tim Morehouse•James Williams•Daryl Homer•Jeff Spear,None,2012
Fencing,"Foil, Individual",Women,Lee Kiefer,None,2012
Fencing,"Foil, Individual",Women,Nzingha Prescod,None,2012
Fencing,"Foil, Individual",Women,Nicole Ross,None,2012
Fencing,"Foil, Team",Women,Lee Kiefer•Nicole Ross•Doris Willette•Nzingha Prescod,None,2012
Fencing,"Épée, Individual",Women,Maya Lawrence,None,2012
Fencing,"Épée, Individual",Women,Courtney Hurley,None,2012
Fencing,"Épée, Individual",Women,Susie Scanlan,None,2012
Fencing,"Épée, Team",Women,Kelley Hurley•Maya Lawrence•Susie Scanlan•Courtney Hurley,None,2012
Fencing,"Sabre, Individual",Women,Mariel Zagunis,None,2012
Fencing,"Sabre, Individual",Women,Dagmara Wozniak,None,2012
Football,Football,Women,Heather Mitts•Kelley O'Hara•Tobin Heath•Megan Rapinoe•Heather O'Reilly•Becky Sauerbrunn•Christie Rampone•Carli Lloyd•Amy LePeilbet•Rachel Buehler•Sydney Leroux•Amy Rodriguez•Shannon Boxx•Lauren Cheney•Alex Morgan•Hope Solo•Abby Wambach•Nicole Barnhart(DNS)•Lori Lindsey(DNS)•Meghan Klingenberg(DNS)•Christen Press(DNS)•Jill Loyden(DNS),None,2012
Hockey,Hockey,Women,Caroline Nichols•Katie O'Donnell•Michelle Kasold•Claire Laubach•Rachel Dawson•Katelyn Falgowski•Melissa Gonzalez•Kayla Smedley•Katie Reinprecht•Julia Reinprecht•Paige Selenski•Keli Smith-Puzo•Amy Swensen•Shannon Taylor•Lauren Crandall•Michelle Vittese•Michelle Cesan(DNS)•Jackie Kintzer(DNS),None,2012
Judo,Lightweight,Men,Nick Delpopolo,None,2012
Judo,Half-Middleweight,Men,Travis Stevens,None,2012
Judo,Half-Heavyweight,Men,Kyle Vashkulat,None,2012
Judo,Lightweight,Women,Marti Malloy,Bronze,2012
Judo,Half-Heavyweight,Women,Kayla Harrison,Gold,2012
Marathon Swimming,10 kilometres Open Water,Men,Alex Meyer,None,2012
Marathon Swimming,10 kilometres Open Water,Women,Haley Anderson,Silver,2012
Modern Pentathlon,Individual,Men,Dennis Bowsher,None,2012
Modern Pentathlon,Individual,Women,Margaux Isaksen,None,2012
Modern Pentathlon,Individual,Women,Suzanne Stettinius,None,2012
Rhythmic Gymnastics,Individual,Women,Julie Zetlin,None,2012
Rowing,Single Sculls,Men,Ken Jurkowski,None,2012
Rowing,Coxless Pairs,Men,Tom Peszek•Silas Stafford,None,2012
Rowing,Quadruple Sculls,Men,Wes Piermarini•Alex Osborne•Peter Graves•Elliot Hovey,None,2012
Rowing,Coxless Fours,Men,Glenn Ochal•Henrik Rummel•Charlie Cole•Scott Gault,None,2012
Rowing,Eights,Men,David Banks•Grant James•Ross James•Will Miller•Giuseppe Lanzone•Steve Kasprzyk•Jake Cornelius•Brett Newlin•Zach Vlahos,None,2012
Rowing,Lightweight Coxless Fours,Men,Anthony Fahden•Will Newell•Nick LaCava•Robin Prendes,None,2012
Rowing,Single Sculls,Women,Gevvie Stone,None,2012
Rowing,Double Sculls,Women,Margot Shumway•Sarah Trowbridge,None,2012
Rowing,Coxless Pairs,Women,Sara Hendershot•Sarah Zelenka,None,2012
Rowing,Quadruple Sculls,Women,Natalie Dell•Kara Kohler•Megan Kalmoe•Adrienne Martelli,None,2012
Rowing,Eights,Women,Erin Cafaro•Susan Francia•Esther Lofgren•Taylor Ritzel•Meghan Musnicki•Elle Logan•Caroline Lind•Caryn Davies•Mary Whipple,None,2012
Rowing,Lightweight Double Sculls,Women,Kristin Hedstrom•Julie Nichols,None,2012
Sailing,Windsurfer,Men,Bob Willis,None,2012
Sailing,One Person Dinghy,Men,Rob Crane,None,2012
Sailing,Two Person Dinghy,Men,Stu McNay•Graham Biehl,None,2012
Sailing,Two Person Keelboat,Men,Mark Mendelblatt•Brian Fatih,None,2012
Sailing,Skiff,Men,Erik Storck•Trevor Moore,None,2012
Sailing,One Person Heavyweight Dinghy,Men,Zach Railey,None,2012
Sailing,Windsurfer,Women,Farrah Hall,None,2012
Sailing,One Person Dinghy,Women,Paige Railey,None,2012
Sailing,Two Person Dinghy,Women,Sarah Lihan•Amanda Clark,None,2012
Sailing,Three Person Keelboat,Women,Anna Tunnicliffe•Debbie Capozzi•Molly Vandemoer,None,2012
Shooting,"Air Pistol, 10 metres",Men,Daryl Szarenski,None,2012
Shooting,"Air Pistol, 10 metres",Men,Jason Turner,None,2012
Shooting,"Rapid-Fire Pistol, 25 metres",Men,Emil Milev,None,2012
Shooting,"Rapid-Fire Pistol, 25 metres",Men,Keith Sanderson,None,2012
Shooting,"Free Pistol, 50 metres",Men,Nick Mowrer,None,2012
Shooting,"Free Pistol, 50 metres",Men,Daryl Szarenski,None,2012
Shooting,"Air Rifle, 10 metres",Men,Jonathan Hall,None,2012
Shooting,"Air Rifle, 10 metres",Men,Matt Emmons,None,2012
Shooting,"Small-Bore Rifle, Three Positions, 50 metres",Men,Matt Emmons,Bronze,2012
Shooting,"Small-Bore Rifle, Three Positions, 50 metres",Men,Jason Parker,None,2012
Shooting,"Small-Bore Rifle, Prone, 50 metres",Men,Michael McPhail,None,2012
Shooting,"Small-Bore Rifle, Prone, 50 metres",Men,Eric Uptagrafft,None,2012
Shooting,Double Trap,Men,Joshua Richmond,None,2012
Shooting,Double Trap,Men,Glenn Eller,None,2012
Shooting,Skeet,Men,Vincent Hancock,Gold,2012
Shooting,Skeet,Men,Frank Thompson,None,2012
Shooting,"Air Pistol, 10 metres",Women,Sandra Uptagrafft,None,2012
Shooting,"Sporting Pistol, 25 metres",Women,Sandra Uptagrafft,None,2012
Shooting,"Air Rifle, 10 metres",Women,Jamie Beyerle-Gray,None,2012
Shooting,"Air Rifle, 10 metres",Women,Sarah Scherer,None,2012
Shooting,"Small-Bore Rifle, Three Positions, 50 metres",Women,Jamie Beyerle-Gray,Gold,2012
Shooting,"Small-Bore Rifle, Three Positions, 50 metres",Women,Amanda Furrer,None,2012
Shooting,Trap,Women,Kim Rhode,None,2012
Shooting,Trap,Women,Corey Cogdell,None,2012
Shooting,Skeet,Women,Kim Rhode,Gold,2012
Swimming,50 metres Freestyle,Men,Cullen Jones,Silver,2012
Swimming,50 metres Freestyle,Men,Anthony Ervin,None,2012
Swimming,100 metres Freestyle,Men,Nathan Adrian,Gold,2012
Swimming,100 metres Freestyle,Men,Cullen Jones,None,2012
Swimming,200 metres Freestyle,Men,Ryan Lochte,None,2012
Swimming,200 metres Freestyle,Men,Ricky Berens,None,2012
Swimming,400 metres Freestyle,Men,Peter Vanderkaay,Bronze,2012
Swimming,400 metres Freestyle,Men,Conor Dwyer,None,2012
Swimming,"1,500 metres Freestyle",Men,Connor Jaeger,None,2012
Swimming,"1,500 metres Freestyle",Men,Andrew Gemmell,None,2012
Swimming,4 × 100 metres Freestyle Relay,Men,Nathan Adrian•Michael Phelps•Cullen Jones•Ryan Lochte•Jimmy Feigen•Matt Grevers•Ricky Berens•Jason Lezak,None,2012
Swimming,4 × 200 metres Freestyle Relay,Men,Ryan Lochte•Conor Dwyer•Ricky Berens•Michael Phelps•Charlie Houchin•Matt McLean•Davis Tarwater,None,2012
Swimming,100 metres Backstroke,Men,Matt Grevers,Gold,2012
Swimming,100 metres Backstroke,Men,Nick Thoman,Silver,2012
Swimming,200 metres Backstroke,Men,Tyler Clary,Gold,2012
Swimming,200 metres Backstroke,Men,Ryan Lochte,Bronze,2012
Swimming,100 metres Breaststroke,Men,Brendan Hansen,Bronze,2012
Swimming,100 metres Breaststroke,Men,Eric Shanteau,None,2012
Swimming,200 metres Breaststroke,Men,Scott Weltz,None,2012
Swimming,200 metres Breaststroke,Men,Clark Burckle,None,2012
Swimming,100 metres Butterfly,Men,Michael Phelps,Gold,2012
Swimming,100 metres Butterfly,Men,Tyler McGill,None,2012
Swimming,200 metres Butterfly,Men,Michael Phelps,Silver,2012
Swimming,200 metres Butterfly,Men,Tyler Clary,None,2012
Swimming,200 metres Individual Medley,Men,Michael Phelps,Gold,2012
Swimming,200 metres Individual Medley,Men,Ryan Lochte,Silver,2012
Swimming,400 metres Individual Medley,Men,Ryan Lochte,Gold,2012
Swimming,400 metres Individual Medley,Men,Michael Phelps,None,2012
Swimming,4 × 100 metres Medley Relay,Men,Matt Grevers•Brendan Hansen•Michael Phelps•Nathan Adrian•Nick Thoman•Eric Shanteau•Tyler McGill•Cullen Jones,None,2012
Swimming,50 metres Freestyle,Women,Jessica Hardy,None,2012
Swimming,50 metres Freestyle,Women,Kara Lynn Joyce,None,2012
Swimming,100 metres Freestyle,Women,Missy Franklin,None,2012
Swimming,100 metres Freestyle,Women,Jessica Hardy,None,2012
Swimming,200 metres Freestyle,Women,Allison Schmitt,Gold,2012
Swimming,200 metres Freestyle,Women,Missy Franklin,None,2012
Swimming,400 metres Freestyle,Women,Allison Schmitt,Silver,2012
Swimming,400 metres Freestyle,Women,Chloe Sutton,None,2012
Swimming,800 metres Freestyle,Women,Katie Ledecky,Gold,2012
Swimming,800 metres Freestyle,Women,Kate Ziegler,None,2012
Swimming,4 × 100 metres Freestyle Relay,Women,Missy Franklin•Jessica Hardy•Lia Neal•Allison Schmitt•Amanda Weir•Natalie Coughlin,None,2012
Swimming,4 × 200 metres Freestyle Relay,Women,Missy Franklin•Dana Vollmer•Shannon Vreeland•Allison Schmitt•Lauren Perdue•Alyssa Anderson,None,2012
Swimming,100 metres Backstroke,Women,Missy Franklin,Gold,2012
Swimming,100 metres Backstroke,Women,Rachel Bootsma,None,2012
Swimming,200 metres Backstroke,Women,Missy Franklin,Gold,2012
Swimming,200 metres Backstroke,Women,Elizabeth Beisel,Bronze,2012
Swimming,100 metres Breaststroke,Women,Rebecca Soni,Silver,2012
Swimming,100 metres Breaststroke,Women,Breeja Larson,None,2012
Swimming,200 metres Breaststroke,Women,Rebecca Soni,Gold,2012
Swimming,200 metres Breaststroke,Women,Micah Lawrence,None,2012
Swimming,100 metres Butterfly,Women,Dana Vollmer,Gold,2012
Swimming,100 metres Butterfly,Women,Claire Donahue,None,2012
Swimming,200 metres Butterfly,Women,Kathleen Hersey,None,2012
