Sport,Event,Gender,Athlete,Medal,Year
Swimming,200 metres Butterfly,Men,Gil Stovall,None,2008
Swimming,200 metres Individual Medley,Men,Michael Phelps,Gold,2008
Swimming,200 metres Individual Medley,Men,Ryan Lochte,Bronze,2008
Swimming,400 metres Individual Medley,Men,Michael Phelps,Gold,2008
Swimming,400 metres Individual Medley,Men,Ryan Lochte,Bronze,2008
Swimming,4 × 100 metres Medley Relay,Men,Aaron Peirsol•Brendan Hansen•Michael Phelps•Jason Lezak•Matt Grevers•Mark Gangloff•Ian Crocker•Garrett Weber-Gale,None,2008
Swimming,50 metres Freestyle,Women,Dara Torres,Silver,2008
Swimming,50 metres Freestyle,Women,Kara Lynn Joyce,None,2008
Swimming,100 metres Freestyle,Women,Natalie Coughlin,Bronze,2008
Swimming,100 metres Freestyle,Women,Lacey Nymeyer,None,2008
Swimming,200 metres Freestyle,Women,Katie Hoff,None,2008
Swimming,200 metres Freestyle,Women,Allison Schmitt,None,2008
Swimming,400 metres Freestyle,Women,Katie Hoff,Silver,2008
Swimming,400 metres Freestyle,Women,Kate Ziegler,None,2008
Swimming,800 metres Freestyle,Women,Kate Ziegler,None,2008
Swimming,800 metres Freestyle,Women,Katie Hoff,None,2008
Swimming,4 × 100 metres Freestyle Relay,Women,Natalie Coughlin•Lacey Nymeyer•Kara Lynn Joyce•Dara Torres•Julia Smit•Emily Silver,None,2008
Swimming,4 × 200 metres Freestyle Relay,Women,Allison Schmitt•Natalie Coughlin•Caroline Burckle•Katie Hoff•Christine Marshall•Kim Vandenberg•Julia Smit,None,2008
Swimming,100 metres Backstroke,Women,Natalie Coughlin,Gold,2008
Swimming,100 metres Backstroke,Women,Margaret Hoelzer,Bronze,2008
Swimming,200 metres Backstroke,Women,Margaret Hoelzer,Silver,2008
Swimming,200 metres Backstroke,Women,Elizabeth Beisel,None,2008
Swimming,100 metres Breaststroke,Women,Rebecca Soni,Silver,2008
Swimming,100 metres Breaststroke,Women,Megan Jendrick,None,2008
Swimming,200 metres Breaststroke,Women,Rebecca Soni,Gold,2008
Swimming,200 metres Breaststroke,Women,Amanda Beard,None,2008
Swimming,100 metres Butterfly,Women,Christine Magnuson,Silver,2008
Swimming,100 metres Butterfly,Women,Elaine Breeden,None,2008
Swimming,200 metres Butterfly,Women,Elaine Breeden,None,2008
Swimming,200 metres Butterfly,Women,Kathleen Hersey,None,2008
Swimming,200 metres Individual Medley,Women,Natalie Coughlin,Bronze,2008
Swimming,200 metres Individual Medley,Women,Katie Hoff,None,2008
Swimming,400 metres Individual Medley,Women,Katie Hoff,Bronze,2008
Swimming,400 metres Individual Medley,Women,Elizabeth Beisel,None,2008
Swimming,4 × 100 metres Medley Relay,Women,Natalie Coughlin•Rebecca Soni•Christine Magnuson•Dara Torres•Margaret Hoelzer•Megan Jendrick•Elaine Breeden•Kara Lynn Joyce,None,2008
Table Tennis,Singles,Men,David Zhuang,None,2008
Table Tennis,Singles,Women,Chen Wang,None,2008
Table Tennis,Singles,Women,Jun Gao,None,2008
Table Tennis,Singles,Women,Crystal Huang,None,2008
Table Tennis,Team,Women,Jun Gao•Crystal Huang•Chen Wang,None,2008
Taekwondo,Featherweight,Men,Mark Lopez,Silver,2008
Taekwondo,Welterweight,Men,Steven Lopez,Bronze,2008
Taekwondo,Flyweight,Women,Charlotte Craig,None,2008
Taekwondo,Featherweight,Women,Diana Lopez,Bronze,2008
Tennis,Singles,Men,James Blake,None,2008
Tennis,Singles,Men,Robby Ginepri,None,2008
Tennis,Singles,Men,Sam Querrey,None,2008
Tennis,Doubles,Men,Bob Bryan•Mike Bryan,None,2008
Tennis,Doubles,Men,James Blake•Sam Querrey,None,2008
Tennis,Singles,Women,Serena Williams,None,2008
Tennis,Singles,Women,Venus Williams,None,2008
Tennis,Singles,Women,Jill Craybas,None,2008
Tennis,Singles,Women,Lindsay Davenport,None,2008
Tennis,Doubles,Women,Serena Williams•Venus Williams,None,2008
Tennis,Doubles,Women,Lindsay Davenport•Liezel Huber,None,2008
Trampolining,Individual,Men,Chris Estrada,None,2008
Trampolining,Individual,Women,Erin Blanchard,None,2008
Triathlon,Olympic Distance,Men,Hunter Kemper,None,2008
Triathlon,Olympic Distance,Men,Jarrod Shoemaker,None,2008
Triathlon,Olympic Distance,Men,Matty Reed,None,2008
Triathlon,Olympic Distance,Women,Laura Bennett,None,2008
Triathlon,Olympic Distance,Women,Sarah Haskins,None,2008
Triathlon,Olympic Distance,Women,Julie Swail-Ertel,None,2008
Volleyball,Volleyball,Men,Scott Touzinsky•Clay Stanley•Riley Salmon•Sean Rooney•Reid Priddy•Ryan Millar•David Lee•Rich Lambourne•Tom Hoff•Kevin Hansen•Gabe Gardner•Lloy Ball,None,2008
Volleyball,Volleyball,Women,Kim Willoughby•Logan Tom•Stacy Sykora•Danielle Scott-Arruda•Ogonna Nnamani•Jennifer Joines•Tayyiba Haneef•Kim Glass•Nicole Davis•Heather Bown•Lindsey Berg•Robyn Ah Mow-Santos,None,2008
Water Polo,Water Polo,Men,Tony Azevedo•Ryan Bailey•Layne Beaubien•Brandon Brooks•Peter Hudnut•Tim Hutten•J. W. Krumpholz•Rick Merlo•Merrill Moses•Jeff Powers•Jesse Smith•Peter Varellas•Adam Wright,None,2008
Water Polo,Water Polo,Women,Betsey Armstrong•Patty Cardenas•Kami Craig•Natalie Golda•Alison Gregorka•Brittany Hayes•Jaime Hipp•Heather Petri•Jessica Steffens•Moriah Van Norman•Brenda Villa•Lauren Wenger•Elsie Windes,None,2008
Weightlifting,Middleweight,Men,Chad Vaughn,None,2008
Weightlifting,Light-Heavyweight,Men,Kendrick Farris,None,2008
Weightlifting,Featherweight,Women,Melanie Roach,None,2008
Weightlifting,Middleweight,Women,Natalie Woolfolk,None,2008
Weightlifting,Middleweight,Women,Carissa Gump,None,2008
Weightlifting,Super-Heavyweight,Women,Cheryl Haworth,None,2008
Wrestling,"Featherweight, Greco-Roman",Men,Spenser Mango,None,2008
Wrestling,"Welterweight, Greco-Roman",Men,Jake Deitchler,None,2008
Wrestling,"Middleweight, Greco-Roman",Men,T. C. Dantzler,None,2008
Wrestling,"Light-Heavyweight, Greco-Roman",Men,Brad Vering,None,2008
Wrestling,"Heavyweight, Greco-Roman",Men,Adam Wheeler,Bronze,2008
Wrestling,"Super-Heavyweight, Greco-Roman",Men,Dremiel Byers,None,2008
Wrestling,"Featherweight, Freestyle",Men,Henry Cejudo,Gold,2008
Wrestling,"Lightweight, Freestyle",Men,Mike Zadick,None,2008
Wrestling,"Welterweight, Freestyle",Men,Doug Schwab,None,2008
Wrestling,"Middleweight, Freestyle",Men,Ben Askren,None,2008
Wrestling,"Light-Heavyweight, Freestyle",Men,Andy Hrovat,None,2008
Wrestling,"Super-Heavyweight, Freestyle",Men,Steve Mocco,None,2008
Wrestling,"Flyweight, Freestyle",Women,Clarissa Chun,None,2008
Wrestling,"Lightweight, Freestyle",Women,Marcie Van Dusen,None,2008
Wrestling,"Middleweight, Freestyle",Women,Randi Miller,Bronze,2008
Wrestling,"Heavyweight, Freestyle",Women,Ali Bernard,None,2008
Wushu,Jianshu & Qiangshu,Men,Colvin Wang,None,2008
Wushu,Sanshou (≤70 kilograms),Men,Max Chen,None,2008
Wushu,Nanquan & Nandao,Women,Rachel Margalit,None,2008
Wushu,Jianshu & Qiangshu,Women,Tenyia Lee,None,2008
Wushu,Sanshou (≤60 kilograms),Women,Sarah Ponce,None,2008
