Sport,Event,Gender,Athlete,Medal,Year
Canoe Slalom,"Kayak Singles, Slalom",Women,Heather Corrie,None,2008
Canoe Sprint,"Kayak Singles, 500 metres",Men,Rami Zur,None,2008
Canoe Sprint,"Kayak Singles, 1,000 metres",Men,Rami Zur,None,2008
Canoe Sprint,"Kayak Singles, 500 metres",Women,Carrie Johnson,None,2008
Cycling BMX Racing,BMX,Men,Mike Day,Silver,2008
Cycling BMX Racing,BMX,Men,Donny Robinson,Bronze,2008
Cycling BMX Racing,BMX,Men,Kyle Bennett,None,2008
Cycling BMX Racing,BMX,Women,Jill Kintner,Bronze,2008
Cycling Mountain Bike,Cross-Country,Men,Adam Craig,None,2008
Cycling Mountain Bike,Cross-Country,Men,Todd Wells,None,2008
Cycling Mountain Bike,Cross-Country,Women,Mary McConneloug,None,2008
Cycling Mountain Bike,Cross-Country,Women,Georgia Gould,None,2008
Cycling Road,"Road Race, Individual",Men,Levi Leipheimer,None,2008
Cycling Road,"Road Race, Individual",Men,Christian Vande Velde,None,2008
Cycling Road,"Road Race, Individual",Men,George Hincapie,None,2008
Cycling Road,"Road Race, Individual",Men,Jason McCartney,None,2008
Cycling Road,"Road Race, Individual",Men,David Zabriskie,None,2008
Cycling Road,Individual Time Trial,Men,Levi Leipheimer,Bronze,2008
Cycling Road,Individual Time Trial,Men,David Zabriskie,None,2008
Cycling Road,"Road Race, Individual",Women,Kristin Armstrong,None,2008
Cycling Road,"Road Race, Individual",Women,Amber Neben,None,2008
Cycling Road,"Road Race, Individual",Women,Christine Thorburn,None,2008
Cycling Road,Individual Time Trial,Women,Kristin Armstrong,Gold,2008
Cycling Road,Individual Time Trial,Women,Christine Thorburn,None,2008
Cycling Track,Sprint,Men,Michael Blatchford,None,2008
Cycling Track,Keirin,Men,Giddeon Massie,None,2008
Cycling Track,Team Sprint,Men,Michael Blatchford•Adam Duvendeck•Giddeon Massie,None,2008
Cycling Track,"Individual Pursuit, 4,000 metres",Men,Taylor Phinney,None,2008
Cycling Track,Points Race,Men,Bobby Lea,None,2008
Cycling Track,Madison,Men,Mike Friedman•Bobby Lea,None,2008
Cycling Track,Sprint,Women,Jennie Reed,None,2008
Cycling Track,Individual Pursuit,Women,Sarah Hammer,None,2008
Cycling Track,Points Race,Women,Sarah Hammer,None,2008
Diving,Springboard,Men,Troy Dumais,None,2008
Diving,Springboard,Men,Chris Colwill,None,2008
Diving,Platform,Men,David Boudia,None,2008
Diving,Platform,Men,Thomas Finchum,None,2008
Diving,Synchronized Springboard,Men,Chris Colwill•Jevon Tarantino,None,2008
Diving,Synchronized Platform,Men,David Boudia•Thomas Finchum,None,2008
Diving,Springboard,Women,Nancilea Foster,None,2008
Diving,Springboard,Women,Christina Loukas,None,2008
Diving,Platform,Women,Laura Wilkinson,None,2008
Diving,Platform,Women,Haley Ishimatsu,None,2008
Diving,Synchronized Springboard,Women,Kelci Bryant•Ariel Rittenhouse,None,2008
Diving,Synchronized Platform,Women,Mary Beth Dunnichay•Haley Ishimatsu,None,2008
Equestrian Dressage,Individual,Open,Steffen Peters,None,2008
Equestrian Dressage,Individual,Open,Debbie McDonald,None,2008
Equestrian Dressage,Individual,Open,Courtney King-Dye,None,2008
Equestrian Dressage,Team,Open,Courtney King-Dye•Debbie McDonald•Steffen Peters,None,2008
Equestrian Eventing,Individual,Open,Gina Miles,Silver,2008
Equestrian Eventing,Individual,Open,Becky Holder,None,2008
Equestrian Eventing,Individual,Open,Karen O'Connor,None,2008
Equestrian Eventing,Individual,Open,Amy Tryon,None,2008
Equestrian Eventing,Individual,Open,Phillip Dutton,None,2008
Equestrian Eventing,Team,Open,Amy Tryon•Karen O'Connor•Becky Holder•Phillip Dutton•Gina Miles,None,2008
Equestrian Jumping,Individual,Open,Beezie Madden,Bronze,2008
Equestrian Jumping,Individual,Open,McLain Ward,None,2008
Equestrian Jumping,Individual,Open,Laura Kraut,None,2008
Equestrian Jumping,Individual,Open,Will Simpson,None,2008
Equestrian Jumping,Team,Open,McLain Ward•Laura Kraut•Will Simpson•Beezie Madden,None,2008
Fencing,"Foil, Individual",Men,Gerek Meinhardt,None,2008
Fencing,"Épée, Individual",Men,Seth Kelsey,None,2008
Fencing,"Sabre, Individual",Men,Keeth Smart,None,2008
Fencing,"Sabre, Individual",Men,Tim Morehouse,None,2008
Fencing,"Sabre, Individual",Men,Jason Rogers,None,2008
Fencing,"Sabre, Team",Men,Tim Morehouse•Jason Rogers•Keeth Smart•James Williams,None,2008
Fencing,"Foil, Individual",Women,Emily Cross,None,2008
Fencing,"Foil, Individual",Women,Erinn Smart,None,2008
Fencing,"Foil, Individual",Women,Hanna Thompson,None,2008
Fencing,"Foil, Team",Women,Emily Cross•Erinn Smart•Hanna Thompson,None,2008
Fencing,"Épée, Individual",Women,Kelley Hurley,None,2008
Fencing,"Sabre, Individual",Women,Mariel Zagunis,Gold,2008
Fencing,"Sabre, Individual",Women,Sada Jacobson,Silver,2008
Fencing,"Sabre, Individual",Women,Becca Ward,Bronze,2008
Fencing,"Sabre, Team",Women,Sada Jacobson•Becca Ward•Mariel Zagunis,None,2008
Football,Football,Men,Freddy Adu•Jozy Altidore•Michael Bradley•Charlie Davies•Mo Edu•Benny Feilhaber•Brad Guzan•Stuart Holden•Sacha Kljestan•Brian McBride•Dax McCarty•Michael Orozco Fiscal•Michael Parkhurst•Robbie Rogers•Danny Szetela•Marvell Wynne•Patrick Ianni(DNS)•Chris Seitz(DNS),None,2008
Football,Football,Women,Shannon Boxx•Rachel Buehler•Lori Chalupny•Lauren Cheney•Stephanie Cox•Tobin Heath•Angela Hucles•Tasha Kai•Carli Lloyd•Kate Markgraf•Heather Mitts•Heather O'Reilly•Christie Rampone•Amy Rodriguez•Hope Solo•Lindsay Tarpley•Aly Wagner•Nicole Barnhart(DNS),None,2008
Hockey,Hockey,Women,Kate Barber•Kayla Bashore•Lauren Crandall•Rachel Dawson•Kelly Doton•Katelyn Falgowski•Jesse Gey•Carrie Lingo•Angie Loy•Caroline Nichols•Lauren Powley•Dina Rizzo•Dana Sensenig•Keli Smith•Tiffany Snow•Amy Tran•Sara Silvetti(DNS)•Barb Weinberg(DNS),None,2008
Judo,Extra-Lightweight,Men,Taraje Williams-Murray,None,2008
Judo,Half-Lightweight,Men,Taylor Takata,None,2008
Judo,Lightweight,Men,Ryan Reser,None,2008
Judo,Half-Middleweight,Men,Travis Stevens,None,2008
Judo,Middleweight,Men,Brian Olson,None,2008
Judo,Half-Heavyweight,Men,Adler Volmar,None,2008
Judo,Heavyweight,Men,Dan McCormick,None,2008
Judo,Extra-Lightweight,Women,Sayaka Matsumoto,None,2008
Judo,Lightweight,Women,Valerie Gotay,None,2008
Judo,Middleweight,Women,Ronda Rousey,Bronze,2008
Marathon Swimming,10 kilometres Open Water,Men,Mark Warkentin,None,2008
Marathon Swimming,10 kilometres Open Water,Women,Chloe Sutton,None,2008
Modern Pentathlon,Individual,Men,Sam Sacksen,None,2008
Modern Pentathlon,Individual,Men,Eli Bremer,None,2008
Modern Pentathlon,Individual,Women,Sheila Taormina,None,2008
Modern Pentathlon,Individual,Women,Margaux Isaksen,None,2008
Rowing,Single Sculls,Men,Ken Jurkowski,None,2008
Rowing,Double Sculls,Men,Wes Piermarini•Elliot Hovey,None,2008
Rowing,Coxless Pairs,Men,Tyler Winklevoss•Cameron Winklevoss,None,2008
Rowing,Quadruple Sculls,Men,Matt Hughes•Sam Stitt•Jamie Schroeder•Scott Gault,None,2008
Rowing,Coxless Fours,Men,David Banks•Paul Teti•Giuseppe Lanzone•Brett Newlin,None,2008
Rowing,Eights,Men,Beau Hoopman•Matt Schnobrich•Micah Boyd•Wyatt Allen•Daniel Walsh•Steven Coppola•Josh Inman•Bryan Volpenhein•Marcus McElhenney,None,2008
Rowing,Lightweight Coxless Fours,Men,Mike Altman•Pat Todd•Will Daly•Tom Paradiso,None,2008
Rowing,Single Sculls,Women,Michelle Guerette,Silver,2008
Rowing,Double Sculls,Women,Megan Kalmoe•Ellen Tomek,None,2008
Rowing,Coxless Pairs,Women,Portia McGee•Anna Cummins,None,2008
Rowing,Quadruple Sculls,Women,Lia Pernell•Lindsay Meyer•Jen Kaido•Margot Shumway,None,2008
Rowing,Eights,Women,Erin Cafaro•Lindsay Shoop•Anna Goodale•Elle Logan•Anna Cummins•Susan Francia•Caroline Lind•Caryn Davies•Mary Whipple,None,2008
Rowing,Lightweight Double Sculls,Women,Renee Hykel•Jen Goldsack,None,2008
Sailing,Windsurfer,Men,Ben Barger,None,2008
Sailing,One Person Dinghy,Men,Andrew Campbell,None,2008
Sailing,Two Person Dinghy,Men,Stu McNay•Graham Biehl,None,2008
Sailing,Two Person Keelboat,Men,"John Dane, III•Austin Sperry",None,2008
Sailing,One Person Dinghy,Open,Zach Railey,Silver,2008
Sailing,Skiff,Open,Tim Wadlow•Chris Rast,None,2008
Sailing,Multihull,Open,John Lovell•Charlie Ogletree,None,2008
Sailing,Windsurfer,Women,Nancy Rios,None,2008
Sailing,One Person Dinghy,Women,Anna Tunnicliffe,Gold,2008
Sailing,Two Person Dinghy,Women,Amanda Clark•Sarah Mergenthaler,None,2008
Sailing,Three Person Keelboat,Women,Sally Barkow•Carrie Howe•Debbie Capozzi,None,2008
Shooting,"Air Pistol, 10 metres",Men,Jason Turner,Bronze,2008
Shooting,"Air Pistol, 10 metres",Men,Brian Beaman,None,2008
Shooting,"Rapid-Fire Pistol, 25 metres",Men,Keith Sanderson,None,2008
Shooting,"Free Pistol, 50 metres",Men,Daryl Szarenski,None,2008
Shooting,"Free Pistol, 50 metres",Men,Jason Turner,None,2008
Shooting,"Air Rifle, 10 metres",Men,Jason Parker,None,2008
Shooting,"Air Rifle, 10 metres",Men,Stephen Scherer,None,2008
Shooting,"Small-Bore Rifle, Three Positions, 50 metres",Men,Matt Emmons,None,2008
Shooting,"Small-Bore Rifle, Three Positions, 50 metres",Men,Jason Parker,None,2008
Shooting,"Small-Bore Rifle, Prone, 50 metres",Men,Matt Emmons,Silver,2008
Shooting,"Small-Bore Rifle, Prone, 50 metres",Men,Mike Anti,None,2008
Shooting,Trap,Men,Bret Erickson,None,2008
Shooting,Trap,Men,Dominic Grazioli,None,2008
Shooting,Double Trap,Men,Glenn Eller,Gold,2008
Shooting,Double Trap,Men,Jeff Holguin,None,2008
Shooting,Skeet,Men,Vincent Hancock,Gold,2008
Shooting,Skeet,Men,Sean Mclelland,None,2008
Shooting,"Air Pistol, 10 metres",Women,Brenda Shinn,None,2008
Shooting,"Air Pistol, 10 metres",Women,Beki Snyder,None,2008
Shooting,"Sporting Pistol, 25 metres",Women,Libby Callahan,None,2008
Shooting,"Sporting Pistol, 25 metres",Women,Beki Snyder,None,2008
Shooting,"Air Rifle, 10 metres",Women,Jamie Beyerle,None,2008
Shooting,"Air Rifle, 10 metres",Women,Emily Caruso,None,2008
Shooting,"Small-Bore Rifle, Three Positions, 50 metres",Women,Jamie Beyerle,None,2008
Shooting,"Small-Bore Rifle, Three Positions, 50 metres",Women,Sandra Fong,None,2008
Shooting,Trap,Women,Corey Cogdell,Bronze,2008
Shooting,Skeet,Women,Kim Rhode,Silver,2008
Softball,Softball,Women,Monica Abbott•Laura Berg•Crystl Bustos•Andrea Duran•Jennie Finch•Tairia Flowers•Vicky Galindo•Lovie Jung•Kelly Kretschman•Lauren Lappin•Caitlin Lowe•Jessica Mendoza•Stacey Nuveman•Cat Osterman•Natasha Watley,None,2008
Swimming,50 metres Freestyle,Men,Ben Wildman-Tobriner,None,2008
Swimming,50 metres Freestyle,Men,Garrett Weber-Gale,None,2008
Swimming,100 metres Freestyle,Men,Jason Lezak,Bronze,2008
Swimming,100 metres Freestyle,Men,Garrett Weber-Gale,None,2008
Swimming,200 metres Freestyle,Men,Michael Phelps,Gold,2008
Swimming,200 metres Freestyle,Men,Peter Vanderkaay,Bronze,2008
Swimming,400 metres Freestyle,Men,Larsen Jensen,Bronze,2008
Swimming,400 metres Freestyle,Men,Peter Vanderkaay,None,2008
Swimming,"1,500 metres Freestyle",Men,Larsen Jensen,None,2008
Swimming,"1,500 metres Freestyle",Men,Peter Vanderkaay,None,2008
Swimming,4 × 100 metres Freestyle Relay,Men,Michael Phelps•Garrett Weber-Gale•Cullen Jones•Jason Lezak•Nathan Adrian•Ben Wildman-Tobriner•Matt Grevers,None,2008
Swimming,4 × 200 metres Freestyle Relay,Men,Michael Phelps•Ryan Lochte•Ricky Berens•Peter Vanderkaay•Dave Walters•Erik Vendt•Klete Keller,None,2008
Swimming,100 metres Backstroke,Men,Aaron Peirsol,Gold,2008
Swimming,100 metres Backstroke,Men,Matt Grevers,Silver,2008
Swimming,200 metres Backstroke,Men,Ryan Lochte,Gold,2008
Swimming,200 metres Backstroke,Men,Aaron Peirsol,Silver,2008
Swimming,100 metres Breaststroke,Men,Brendan Hansen,None,2008
Swimming,100 metres Breaststroke,Men,Mark Gangloff,None,2008
Swimming,200 metres Breaststroke,Men,Scott Spann,None,2008
Swimming,200 metres Breaststroke,Men,Eric Shanteau,None,2008
Swimming,100 metres Butterfly,Men,Michael Phelps,Gold,2008
Swimming,100 metres Butterfly,Men,Ian Crocker,None,2008
Swimming,200 metres Butterfly,Men,Michael Phelps,Gold,2008
